user_id,total_deposit,total_withdrawal,deposit_count,withdrawal_count,total_games,loyalty_points
906,0.00,0.00,0,0,2,0.40
69,0.00,0.00,0,0,0,0.00
340,22000.00,0.00,2,0,0,220.00
944,200.00,0.00,1,0,2,2.40
554,2000.00,0.00,1,0,0,20.00
769,0.00,0.00,0,0,1,0.20
394,0.00,0.00,0,0,1,0.20
792,0.00,0.00,0,0,0,0.00
704,0.00,0.00,0,0,1,0.20
719,0.00,0.00,0,0,1,0.20
919,0.00,0.00,0,0,1,0.20
459,0.00,0.00,0,0,0,0.00
230,200.00,0.00,1,0,0,2.00
953,0.00,0.00,0,0,5,1.00
532,550.00,4000.00,1,1,5,26.50
983,0.00,0.00,0,0,0,0.00
6,0.00,0.00,0,0,0,0.00
521,0.00,0.00,0,0,0,0.00
118,0.00,0.00,0,0,0,0.00
311,0.00,0.00,0,0,1,0.20
223,0.00,0.00,0,0,0,0.00
563,1000.00,0.00,2,0,0,10.00
283,0.00,0.00,0,0,2,0.40
813,0.00,0.00,0,0,4,0.80
256,0.00,0.00,0,0,3,0.60
970,0.00,0.00,0,0,1,0.20
363,0.00,0.00,0,0,4,0.80
999,0.00,0.00,0,0,2,0.40
103,0.00,0.00,0,0,1,0.20
138,0.00,0.00,0,0,3,0.60
997,0.00,0.00,0,0,1,0.20
351,50.00,0.00,1,0,0,0.50
749,4000.00,0.00,1,0,1,40.20
136,0.00,0.00,0,0,3,0.60
317,0.00,0.00,0,0,0,0.00
561,500.00,0.00,1,0,0,5.00
410,0.00,0.00,0,0,0,0.00
864,0.00,0.00,0,0,0,0.00
467,0.00,0.00,0,0,6,1.20
965,0.00,0.00,0,0,1,0.20
378,1000.00,0.00,1,0,1,10.20
716,0.00,0.00,0,0,0,0.00
908,0.00,0.00,0,0,0,0.00
762,1500.00,0.00,1,0,0,15.00
701,0.00,0.00,0,0,2,0.40
65,0.00,0.00,0,0,0,0.00
187,0.00,0.00,0,0,7,1.40
914,0.00,0.00,0,0,0,0.00
747,0.00,0.00,0,0,0,0.00
277,0.00,0.00,0,0,1,0.20
174,0.00,0.00,0,0,1,0.20
603,0.00,0.00,0,0,0,0.00
882,0.00,0.00,0,0,0,0.00
114,0.00,0.00,0,0,0,0.00
64,0.00,0.00,0,0,1,0.20
28,0.00,0.00,0,0,0,0.00
875,0.00,0.00,0,0,3,0.60
514,0.00,0.00,0,0,0,0.00
784,500.00,0.00,1,0,1,5.20
50,0.00,0.00,0,0,0,0.00
834,20000.00,0.00,1,0,0,200.00
584,0.00,0.00,0,0,2,0.40
806,0.00,0.00,0,0,6,1.20
81,0.00,0.00,0,0,2,0.40
614,2000.00,0.00,1,0,0,20.00
955,0.00,0.00,0,0,1,0.20
526,21000.00,0.00,3,0,0,210.00
568,0.00,0.00,0,0,0,0.00
58,1000.00,0.00,1,0,0,10.00
751,0.00,0.00,0,0,0,0.00
409,0.00,0.00,0,0,0,0.00
48,0.00,0.00,0,0,0,0.00
440,0.00,0.00,0,0,2,0.40
454,0.00,0.00,0,0,0,0.00
405,0.00,0.00,0,0,0,0.00
441,0.00,10000.00,0,1,0,50.00
686,0.00,0.00,0,0,0,0.00
21,0.00,0.00,0,0,2,0.40
930,0.00,0.00,0,0,2,0.40
364,0.00,0.00,0,0,2,0.40
144,0.00,0.00,0,0,0,0.00
735,5000.00,0.00,1,0,2,50.40
18,0.00,0.00,0,0,0,0.00
88,0.00,0.00,0,0,0,0.00
367,0.00,0.00,0,0,1,0.20
860,0.00,0.00,0,0,0,0.00
921,0.00,0.00,0,0,2,0.40
591,0.00,0.00,0,0,0,0.00
322,0.00,0.00,0,0,0,0.00
94,138.00,0.00,1,0,0,1.38
984,0.00,0.00,0,0,0,0.00
49,0.00,0.00,0,0,0,0.00
107,0.00,0.00,0,0,0,0.00
968,0.00,0.00,0,0,2,0.40
764,0.00,0.00,0,0,0,0.00
484,0.00,0.00,0,0,0,0.00
548,12200.00,0.00,4,0,0,122.00
595,0.00,0.00,0,0,0,0.00
349,0.00,0.00,0,0,0,0.00
353,0.00,0.00,0,0,1,0.20
743,0.00,0.00,0,0,1,0.20
937,0.00,0.00,0,0,3,0.60
616,0.00,0.00,0,0,0,0.00
199,0.00,0.00,0,0,3,0.60
816,0.00,0.00,0,0,1,0.20
901,5000.00,0.00,1,0,4,50.80
96,0.00,0.00,0,0,0,0.00
209,0.00,0.00,0,0,0,0.00
271,20000.00,0.00,1,0,1,200.20
478,0.00,0.00,0,0,0,0.00
124,1000.00,0.00,1,0,1,10.20
75,0.00,0.00,0,0,1,0.20
812,0.00,0.00,0,0,1,0.20
278,0.00,0.00,0,0,0,0.00
275,0.00,0.00,0,0,0,0.00
469,0.00,0.00,0,0,0,0.00
552,0.00,0.00,0,0,1,0.20
234,0.00,0.00,0,0,1,0.20
531,0.00,0.00,0,0,2,0.40
387,0.00,0.00,0,0,0,0.00
698,0.00,0.00,0,0,1,0.20
381,0.00,2000.00,0,1,0,10.00
153,1000.00,0.00,1,0,1,10.20
279,0.00,0.00,0,0,0,0.00
825,6000.00,0.00,2,0,0,60.00
255,0.00,0.00,0,0,0,0.00
863,0.00,0.00,0,0,0,0.00
131,0.00,0.00,0,0,3,0.60
70,3000.00,0.00,1,0,0,30.00
104,0.00,0.00,0,0,1,0.20
575,0.00,0.00,0,0,0,0.00
163,0.00,0.00,0,0,3,0.60
287,0.00,0.00,0,0,3,0.60
158,0.00,0.00,0,0,0,0.00
746,0.00,0.00,0,0,3,0.60
7,0.00,0.00,0,0,3,0.60
692,0.00,0.00,0,0,0,0.00
169,0.00,0.00,0,0,2,0.40
261,0.00,0.00,0,0,1,0.20
872,0.00,0.00,0,0,0,0.00
807,0.00,0.00,0,0,0,0.00
29,2000.00,0.00,1,0,2,20.40
939,0.00,0.00,0,0,0,0.00
788,0.00,0.00,0,0,1,0.20
445,2000.00,4900.00,1,1,5,45.50
425,0.00,0.00,0,0,2,0.40
610,0.00,0.00,0,0,0,0.00
226,0.00,0.00,0,0,0,0.00
276,0.00,0.00,0,0,0,0.00
370,0.00,0.00,0,0,0,0.00
147,0.00,0.00,0,0,0,0.00
739,0.00,0.00,0,0,0,0.00
733,0.00,0.00,0,0,0,0.00
120,0.00,0.00,0,0,2,0.40
38,0.00,0.00,0,0,0,0.00
396,0.00,0.00,0,0,0,0.00
117,0.00,0.00,0,0,1,0.20
622,0.00,0.00,0,0,0,0.00
793,0.00,0.00,0,0,0,0.00
385,0.00,0.00,0,0,0,0.00
116,0.00,0.00,0,0,0,0.00
691,0.00,510.00,0,1,0,2.55
327,0.00,0.00,0,0,0,0.00
705,0.00,0.00,0,0,0,0.00
307,0.00,0.00,0,0,4,0.80
331,0.00,0.00,0,0,0,0.00
359,0.00,0.00,0,0,0,0.00
397,0.00,0.00,0,0,0,0.00
821,0.00,0.00,0,0,0,0.00
771,0.00,0.00,0,0,0,0.00
903,0.00,0.00,0,0,0,0.00
219,2000.00,0.00,1,0,0,20.00
30,22000.00,0.00,2,0,0,220.00
573,2000.00,0.00,2,0,0,20.00
656,1000.00,0.00,1,0,0,10.00
528,0.00,0.00,0,0,0,0.00
501,0.00,0.00,0,0,0,0.00
346,0.00,0.00,0,0,0,0.00
782,0.00,0.00,0,0,0,0.00
290,0.00,0.00,0,0,0,0.00
938,0.00,0.00,0,0,0,0.00
462,0.00,0.00,0,0,0,0.00
615,0.00,0.00,0,0,0,0.00
224,0.00,0.00,0,0,0,0.00
907,1000.00,0.00,1,0,1,10.20
917,0.00,0.00,0,0,1,0.20
621,0.00,0.00,0,0,0,0.00
180,2000.00,0.00,1,0,1,20.20
249,0.00,0.00,0,0,2,0.40
537,0.00,0.00,0,0,2,0.40
579,0.00,0.00,0,0,0,0.00
943,0.00,0.00,0,0,1,0.20
175,0.00,0.00,0,0,1,0.20
829,0.00,0.00,0,0,0,0.00
195,0.00,0.00,0,0,0,0.00
217,0.00,0.00,0,0,2,0.40
512,1000.00,0.00,1,0,0,10.00
551,0.00,0.00,0,0,0,0.00
708,6000.00,0.00,2,0,0,60.00
940,0.00,0.00,0,0,1,0.20
623,0.00,0.00,0,0,0,0.00
538,0.00,0.00,0,0,0,0.00
818,0.00,0.00,0,0,1,0.20
189,0.00,0.00,0,0,2,0.40
369,50000.00,0.00,1,0,1,500.20
648,0.00,0.00,0,0,0,0.00
578,150.00,0.00,1,0,1,1.70
592,0.00,0.00,0,0,0,0.00
358,0.00,0.00,0,0,1,0.20
556,0.00,0.00,0,0,0,0.00
319,0.00,0.00,0,0,0,0.00
789,0.00,0.00,0,0,0,0.00
192,0.00,0.00,0,0,0,0.00
269,0.00,0.00,0,0,0,0.00
570,0.00,0.00,0,0,1,0.20
41,0.00,0.00,0,0,0,0.00
904,0.00,0.00,0,0,0,0.00
857,0.00,0.00,0,0,0,0.00
536,300.00,0.00,2,0,0,3.00
776,0.00,0.00,0,0,1,0.20
642,0.00,0.00,0,0,2,0.40
791,0.00,0.00,0,0,1,0.20
393,200.00,0.00,1,0,0,2.00
874,0.00,0.00,0,0,0,0.00
80,5000.00,0.00,1,0,1,50.20
292,0.00,0.00,0,0,0,0.00
823,0.00,0.00,0,0,0,0.00
111,0.00,0.00,0,0,2,0.40
486,0.00,0.00,0,0,0,0.00
98,0.00,0.00,0,0,0,0.00
243,0.00,0.00,0,0,0,0.00
637,8812.00,0.00,5,0,0,88.13
867,0.00,0.00,0,0,0,0.00
625,5000.00,0.00,1,0,0,50.00
251,0.00,0.00,0,0,1,0.20
207,0.00,0.00,0,0,0,0.00
148,0.00,0.00,0,0,1,0.20
962,0.00,0.00,0,0,0,0.00
787,0.00,0.00,0,0,0,0.00
40,0.00,0.00,0,0,0,0.00
711,0.00,0.00,0,0,2,0.40
215,0.00,0.00,0,0,1,0.20
170,0.00,0.00,0,0,0,0.00
859,0.00,0.00,0,0,1,0.20
265,0.00,0.00,0,0,1,0.20
681,12000.00,0.00,1,0,0,120.00
672,0.00,0.00,0,0,0,0.00
406,0.00,0.00,0,0,1,0.20
466,0.00,0.00,0,0,0,0.00
310,9000.00,0.00,1,0,0,90.00
529,0.00,0.00,0,0,0,0.00
115,0.00,0.00,0,0,1,0.20
99,0.00,0.00,0,0,0,0.00
360,0.00,0.00,0,0,0,0.00
288,0.00,0.00,0,0,0,0.00
67,2000.00,0.00,1,0,0,20.00
3,0.00,0.00,0,0,2,0.40
810,0.00,0.00,0,0,0,0.00
700,0.00,0.00,0,0,0,0.00
176,0.00,0.00,0,0,2,0.40
433,0.00,0.00,0,0,0,0.00
838,0.00,0.00,0,0,1,0.20
54,3000.00,0.00,1,0,0,30.00
613,6000.00,0.00,5,0,0,60.01
119,0.00,0.00,0,0,0,0.00
820,0.00,0.00,0,0,0,0.00
924,0.00,0.00,0,0,0,0.00
294,0.00,0.00,0,0,0,0.00
241,0.00,0.00,0,0,0,0.00
79,0.00,0.00,0,0,1,0.20
755,0.00,0.00,0,0,0,0.00
416,0.00,0.00,0,0,0,0.00
894,0.00,0.00,0,0,0,0.00
444,0.00,0.00,0,0,1,0.20
931,0.00,0.00,0,0,0,0.00
430,0.00,0.00,0,0,0,0.00
950,38000.00,0.00,4,0,0,380.00
835,0.00,0.00,0,0,0,0.00
92,0.00,0.00,0,0,1,0.20
128,0.00,0.00,0,0,2,0.40
32,0.00,0.00,0,0,0,0.00
596,0.00,0.00,0,0,0,0.00
221,0.00,0.00,0,0,0,0.00
781,0.00,0.00,0,0,0,0.00
870,0.00,0.00,0,0,2,0.40
129,0.00,0.00,0,0,0,0.00
707,0.00,0.00,0,0,0,0.00
660,0.00,0.00,0,0,0,0.00
725,0.00,0.00,0,0,1,0.20
534,0.00,0.00,0,0,0,0.00
172,0.00,0.00,0,0,0,0.00
988,0.00,0.00,0,0,0,0.00
185,0.00,0.00,0,0,1,0.20
395,0.00,0.00,0,0,0,0.00
60,2500.00,0.00,1,0,1,25.20
123,0.00,0.00,0,0,0,0.00
386,0.00,0.00,0,0,0,0.00
629,0.00,0.00,0,0,0,0.00
714,32000.00,0.00,1,0,0,320.00
854,0.00,0.00,0,0,0,0.00
942,0.00,0.00,0,0,0,0.00
703,0.00,0.00,0,0,0,0.00
498,0.00,0.00,0,0,0,0.00
684,0.00,0.00,0,0,0,0.00
761,0.00,0.00,0,0,0,0.00
260,0.00,0.00,0,0,0,0.00
619,0.00,0.00,0,0,0,0.00
647,0.00,0.00,0,0,3,0.60
712,0.00,0.00,0,0,1,0.20
569,45000.00,0.00,1,0,0,450.00
316,0.00,0.00,0,0,1,0.20
967,2500.00,0.00,1,0,0,25.00
868,0.00,0.00,0,0,0,0.00
560,1300.00,0.00,2,0,0,13.00
135,0.00,0.00,0,0,0,0.00
530,0.00,0.00,0,0,1,0.20
926,500.00,0.00,1,0,0,5.00
308,10000.00,0.00,1,0,0,100.00
191,0.00,0.00,0,0,0,0.00
736,0.00,0.00,0,0,0,0.00
212,0.00,0.00,0,0,0,0.00
87,0.00,0.00,0,0,0,0.00
958,0.00,0.00,0,0,0,0.00
453,0.00,0.00,0,0,0,0.00
44,600.00,0.00,2,0,0,6.00
655,1100.00,0.00,1,0,0,11.00
51,0.00,0.00,0,0,0,0.00
720,0.00,0.00,0,0,0,0.00
164,0.00,0.00,0,0,1,0.20
697,0.00,0.00,0,0,0,0.00
145,0.00,0.00,0,0,0,0.00
414,0.00,0.00,0,0,0,0.00
553,0.00,8500.00,0,1,0,42.50
879,0.00,0.00,0,0,0,0.00
202,0.00,0.00,0,0,0,0.00
347,0.00,0.00,0,0,0,0.00
222,20000.00,0.00,1,0,0,200.00
873,0.00,0.00,0,0,0,0.00
109,0.00,0.00,0,0,0,0.00
350,0.00,0.00,0,0,0,0.00
757,0.00,0.00,0,0,0,0.00
490,0.00,0.00,0,0,0,0.00
167,0.00,0.00,0,0,0,0.00
257,0.00,0.00,0,0,0,0.00
306,0.00,0.00,0,0,0,0.00
0,0.00,0.00,0,0,0,0.00
846,0.00,0.00,0,0,0,0.00
246,0.00,0.00,0,0,0,0.00
947,0.00,0.00,0,0,0,0.00
423,0.00,0.00,0,0,0,0.00
896,0.00,0.00,0,0,1,0.20
245,0.00,150000.00,0,1,0,750.00
236,0.00,0.00,0,0,0,0.00
513,0.00,0.00,0,0,1,0.20
413,0.00,0.00,0,0,0,0.00
198,0.00,0.00,0,0,0,0.00
101,0.00,0.00,0,0,0,0.00
910,0.00,0.00,0,0,0,0.00
281,0.00,0.00,0,0,2,0.40
66,0.00,0.00,0,0,0,0.00
511,0.00,0.00,0,0,0,0.00
268,0.00,0.00,0,0,0,0.00
343,0.00,0.00,0,0,1,0.20
583,250.00,0.00,1,0,0,2.50
915,15000.00,0.00,1,0,1,150.20
229,0.00,0.00,0,0,1,0.20
432,0.00,0.00,0,0,0,0.00
993,0.00,0.00,0,0,0,0.00
262,0.00,0.00,0,0,0,0.00
685,0.00,0.00,0,0,0,0.00
161,0.00,0.00,0,0,0,0.00
178,0.00,0.00,0,0,0,0.00
827,0.00,0.00,0,0,0,0.00
718,1000.00,0.00,1,0,1,10.20
773,0.00,0.00,0,0,0,0.00
376,0.00,0.00,0,0,0,0.00
994,0.00,0.00,0,0,0,0.00
483,0.00,0.00,0,0,0,0.00
480,0.00,0.00,0,0,0,0.00
68,0.00,0.00,0,0,0,0.00
404,0.00,0.00,0,0,0,0.00
225,0.00,0.00,0,0,0,0.00
634,0.00,544620.00,0,2,0,2723.10
76,0.00,0.00,0,0,0,0.00
388,0.00,0.00,0,0,0,0.00
177,0.00,0.00,0,0,0,0.00
134,0.00,0.00,0,0,1,0.20
239,0.00,0.00,0,0,1,0.20
312,0.00,0.00,0,0,0,0.00
833,0.00,0.00,0,0,0,0.00
690,4000.00,0.00,1,0,0,40.00
808,0.00,0.00,0,0,0,0.00
461,5000.00,0.00,1,0,0,50.00
729,0.00,0.00,0,0,0,0.00
200,0.00,0.00,0,0,0,0.00
590,0.00,0.00,0,0,0,0.00
155,0.00,0.00,0,0,0,0.00
100,0.00,0.00,0,0,0,0.00
650,0.00,0.00,0,0,0,0.00
162,12000.00,130000.00,1,1,0,770.00
438,0.00,0.00,0,0,0,0.00
220,0.00,0.00,0,0,1,0.20
742,0.00,0.00,0,0,0,0.00
493,0.00,0.00,0,0,0,0.00
850,17000.00,0.00,4,0,1,170.20
756,0.00,0.00,0,0,0,0.00
299,0.00,0.00,0,0,0,0.00
778,0.00,0.00,0,0,0,0.00
909,20000.00,0.00,1,0,0,200.00
912,0.00,0.00,0,0,0,0.00
463,0.00,0.00,0,0,0,0.00
267,0.00,0.00,0,0,0,0.00
871,0.00,0.00,0,0,0,0.00
472,0.00,0.00,0,0,0,0.00
976,0.00,0.00,0,0,0,0.00
62,0.00,0.00,0,0,0,0.00
470,0.00,0.00,0,0,0,0.00
728,0.00,0.00,0,0,1,0.20
193,4000.00,57000.00,1,1,0,325.00
589,0.00,0.00,0,0,0,0.00
839,0.00,0.00,0,0,0,0.00
106,1210.00,0.00,2,0,0,12.10
998,0.00,0.00,0,0,0,0.00
539,0.00,0.00,0,0,0,0.00
33,0.00,0.00,0,0,0,0.00
125,250.00,0.00,1,0,0,2.50
780,0.00,0.00,0,0,0,0.00
500,300.00,0.00,1,0,0,3.00
232,500.00,0.00,1,0,0,5.00
427,0.00,0.00,0,0,1,0.20
105,0.00,0.00,0,0,0,0.00
949,0.00,0.00,0,0,0,0.00
507,0.00,0.00,0,0,0,0.00
20,0.00,0.00,0,0,0,0.00
34,0.00,0.00,0,0,0,0.00
321,0.00,0.00,0,0,0,0.00
345,0.00,0.00,0,0,0,0.00
786,0.00,0.00,0,0,0,0.00
801,0.00,0.00,0,0,0,0.00
935,0.00,0.00,0,0,0,0.00
149,0.00,0.00,0,0,0,0.00
22,0.00,0.00,0,0,0,0.00
126,0.00,0.00,0,0,0,0.00
368,700.00,0.00,1,0,0,7.00
302,1000.00,0.00,1,0,0,10.00
715,0.00,0.00,0,0,0,0.00
113,0.00,0.00,0,0,0,0.00
683,10200.00,0.00,1,0,0,102.00
817,0.00,4000.00,0,1,0,20.00
35,0.00,0.00,0,0,0,0.00
617,0.00,0.00,0,0,0,0.00
594,0.00,0.00,0,0,0,0.00
495,0.00,0.00,0,0,0,0.00
457,0.00,0.00,0,0,0,0.00
82,0.00,0.00,0,0,0,0.00
228,0.00,0.00,0,0,0,0.00
858,0.00,0.00,0,0,0,0.00
73,0.00,0.00,0,0,0,0.00
25,0.00,0.00,0,0,0,0.00
13,0.00,0.00,0,0,0,0.00
112,0.00,0.00,0,0,0,0.00
127,0.00,0.00,0,0,0,0.00
643,0.00,0.00,0,0,0,0.00
491,0.00,0.00,0,0,2,0.40
274,300.00,0.00,1,0,0,3.00
661,0.00,0.00,0,0,0,0.00
696,0.00,0.00,0,0,0,0.00
203,0.00,0.00,0,0,0,0.00
328,0.00,0.00,0,0,0,0.00
543,0.00,0.00,0,0,0,0.00
86,0.00,0.00,0,0,0,0.00
293,0.00,0.00,0,0,0,0.00
284,0.00,0.00,0,0,0,0.00
254,0.00,0.00,0,0,0,0.00
26,0.00,0.00,0,0,0,0.00
848,0.00,0.00,0,0,0,0.00
960,0.00,0.00,0,0,0,0.00
905,1000.00,0.00,1,0,1,10.20
803,0.00,0.00,0,0,0,0.00
244,0.00,0.00,0,0,1,0.20
892,0.00,0.00,0,0,1,0.20
362,0.00,0.00,0,0,1,0.20
638,0.00,0.00,0,0,0,0.00
4,0.00,0.00,0,0,0,0.00
631,0.00,0.00,0,0,0,0.00
702,0.00,0.00,0,0,0,0.00
680,0.00,0.00,0,0,0,0.00
815,0.00,0.00,0,0,0,0.00
740,19000.00,0.00,1,0,0,190.00
842,100.00,0.00,1,0,0,1.00
133,0.00,0.00,0,0,0,0.00
253,0.00,0.00,0,0,0,0.00
475,0.00,0.00,0,0,0,0.00
918,0.00,0.00,0,0,0,0.00
760,0.00,0.00,0,0,0,0.00
593,0.00,0.00,0,0,0,0.00
799,0.00,0.00,0,0,0,0.00
723,0.00,0.00,0,0,0,0.00
435,0.00,0.00,0,0,0,0.00
899,0.00,0.00,0,0,0,0.00
546,0.00,0.00,0,0,0,0.00
428,0.00,0.00,0,0,0,0.00
211,0.00,0.00,0,0,0,0.00
165,0.00,0.00,0,0,0,0.00
56,0.00,0.00,0,0,0,0.00
91,0.00,0.00,0,0,0,0.00
159,0.00,0.00,0,0,0,0.00
422,0.00,0.00,0,0,0,0.00
408,15000.00,0.00,1,0,0,150.00
384,0.00,0.00,0,0,0,0.00
969,0.00,0.00,0,0,0,0.00
